roll_no,name,Father_name,Mother_name,dob,gender,email,phone,address,school_name_10th,school_name_12th,marks_10th,marks_12th
22317018,Yatin Nazareth,Imaran Comar,Yashawini Pal,2004-06-10,Male,raghavanadweta@gmail.com,3994031558,"H.No. 44, Tank Zila, Gandhidham-545597","21/49
Keer Marg
Kolkata 329631","94/83, Lad Zila
Dehradun-210631",87,75
22317019,Hamsini Chakrabarti,Isaiah Bajwa,Daksha Parekh,2002-06-30,Female,ira54@gmail.com,2156683636,"22/00
Naidu Zila, Saharsa 099824","H.No. 758
Nadkarni Marg, Avadi 239042","H.No. 694, Ravel Ganj
Vijayanagaram 831926",72,84
22317020,Lakshit Kota,Amol Mukhopadhyay,Vasana Sekhon,2002-02-13,Female,sarnalogan@gmail.com,2529607162,"H.No. 39
Sahota
Bangalore 522886","717
Chandran Marg
Bijapur-659830","304
Karan Nagar, Jalandhar 301385",62,90
22317021,Ishaan Chandran,Noah Devan,Harinakshi Master,2001-03-24,Female,abhiramdhawan@gmail.com,1862917802,"09
Gade Marg, Jammu-437485","00/106
Gupta Zila, Raurkela Industrial Township-322727","41/79
Mohan Nagar
Bongaigaon-464081",95,65
22317022,Oeshi Randhawa,Ryan Prabhu,Yashawini Batta,2005-03-13,Female,fsane@gmail.com,7357166763,"180, Patla Chowk, Nangloi Jat 253126","66/82, Khanna Nagar, Madhyamgram-355957","H.No. 42, Oza Ganj, Kishanganj 764071",93,72
22317023,Tanish Chopra,Udant Sarma,Avni Chana,2005-03-06,Male,gsood@gmail.com,9197191134,"H.No. 93
Tandon Zila
Tiruppur-745687","463, Bahl Zila
Guntur 853498","H.No. 71
Naik Circle, Agartala 277849",64,81
22317024,Peter Majumdar,Charan Sheth,Kamala Setty,2003-09-07,Male,chatresh07@gmail.com,3685814721,"H.No. 337
Shetty Marg, Uluberia 189124","66/24, Gupta Zila, Thanjavur-262696","H.No. 537, Jayaraman Circle
Akola 811102",62,75
22317025,Ethan Krishna,Tarak Apte,Jasmit Saxena,1999-12-21,Male,lekhamunshi@gmail.com,5289196044,"57/941, Lad Chowk, Bhopal 023657","H.No. 97
Shroff Ganj
Munger 821325","376, Iyengar Chowk, Tumkur-527569",70,85
22317026,Chaitaly Tiwari,Ekaraj Badami,Chavvi Vala,2002-05-05,Male,barkha26@gmail.com,6873444026,"H.No. 45, Sharaf Chowk, Agra-747682","H.No. 883
Tripathi Road
Malda-193191","16/59, Badami Circle, Bhind 991025",68,76
22317027,Lila Saxena,Rohan Sagar,Reva Sachar,2002-03-05,Male,isaackumer@gmail.com,3217640769,"H.No. 207
Verma Nagar
Darbhanga 072308","H.No. 93
Iyengar Zila, Gwalior-626218","46, Chad Ganj
Bangalore-135935",81,96
22317028,Vansha Bhalla,Fariq Magar,Watika Deep,2004-06-21,Male,yuvraj32@gmail.com,3813187405,"H.No. 98
Contractor Road, Chinsurah 930594","H.No. 43
Garg Road
Nizamabad 328341","00/224
Bal Zila, Korba 946848",61,64
22317029,Farhan Vasa,Kalpit Munshi,Unni Malhotra,2004-03-06,Female,abhiram37@gmail.com,2730198608,"44/067, Bal Zila
Bhiwani 491720","H.No. 28
Luthra
Mathura-743809","17, Sood Ganj
Mahbubnagar 009767",95,65
22317030,Ethan Oommen,Oscar Virk,Lavanya Sachdev,2001-09-03,Female,desairishi@gmail.com,9460176494,"331
Babu Chowk, Karaikudi 654727","H.No. 242, Lalla
Thane-559314","306, Sundaram Chowk, Indore 622210",92,75
22317031,Krishna Magar,Nitesh Pillay,Omya Palla,2004-12-08,Female,anarayanan@gmail.com,3009216897,"280, Dugal Nagar
Varanasi 025088","05/89, Uppal Marg
Ghaziabad-242461","08/767
Munshi Path
Jamnagar 414180",97,75
22317032,Shaurya Chaudhary,Aarush Narayan,Nandini Nayar,2005-06-30,Female,aahananazareth@gmail.com,9735575251,"H.No. 24, Pant Path
Jhansi-121083","51/525
Atwal Marg
Tezpur-425893","01, Raval Path
Amroha-182405",95,83
22317033,Amol Swamy,Devansh Seshadri,Radha Chacko,2001-09-26,Female,nwable@gmail.com,5446031674,"H.No. 962
Kapadia Chowk
Eluru-619010","57/808
Chhabra Nagar, Farrukhabad 087036","627, Magar Street, Mahbubnagar-117667",60,79
22317034,Darpan Buch,Nakul Minhas,Advika Suresh,2005-01-01,Male,pgoswami@gmail.com,8023204362,"83/236, Kaur Marg, Ambarnath 461165","080, Gara Street
Mau 117489","14/272, Sani Ganj, Ichalkaranji 447614",66,67
22317035,Samaksh Peri,Mohammed Sura,Zarna Baria,2002-08-23,Female,ikbal07@gmail.com,2391297711,"53/09
Ganguly Road
Khandwa-856342","06
Rajagopalan Road, Dehri 376830","26/516, Parekh, Kavali 049502",82,90
22317036,Naksh Samra,Yash Chhabra,Watika Pant,2002-01-21,Female,baralbhanumati@gmail.com,7351700866,"353, Ben Ganj, Akola-112063","92, Dalal Nagar
Muzaffarnagar-894909","52/89
Chandran Circle
Delhi-435577",93,74
22317037,Tanveer Madan,Hardik Mander,Bhanumati Prashad,2004-01-18,Female,geetika72@gmail.com,9567489890,"951, Rana Circle
Guntur 461950","92/20, Pillay
Agra-157208","22/681
Sama
Yamunanagar 324006",66,88
22317038,Brinda Maharaj,Samesh Lad,Ubika Taneja,2005-07-08,Male,toorlucky@gmail.com,8453888303,"49/703, Date Street, Kollam 857996","840, Ramanathan, Tiruchirappalli-075142","H.No. 547
Bakshi Street
Nizamabad 494084",78,89
22317039,Thomas Sani,Gautam Contractor,Lila Koshy,2002-12-08,Male,snayar@gmail.com,1216273855,"93, Sant, Mango 480064","21, Nagar Nagar, Panvel 433015","13, Vasa Circle, Bhiwandi 036660",60,96
22317040,Edhitha Randhawa,Faraj Chatterjee,Ijaya Gandhi,2004-09-10,Female,daminikaur@gmail.com,4356058296,"92/205
Rajagopal Street, Muzaffarnagar-229756","84/461
Vaidya Street, Dibrugarh-738046","19/60
Tailor Circle
Siliguri 566631",66,65
22317041,Ikshita Varty,Imaran Mutti,Indali Brahmbhatt,1999-09-09,Female,victor43@gmail.com,9721765744,"75/36, Deshmukh Street, Ahmedabad-278885","61/03, Yogi
Jamnagar 951407","H.No. 307, Dash Street, Panvel 254454",68,60
22317042,Chaitaly Agarwal,Chandran Dhar,Ishani Jani,2003-07-15,Male,qbawa@gmail.com,7849993331,"737
Bassi Zila
Secunderabad 332472","91
Chaudhary
North Dumdum-463574","47/552
Balan
Bally 888613",61,74
22317043,Manya Dhillon,Vedant Sawhney,Ira Bhatti,2003-03-16,Female,kalasamesh@gmail.com,4599893599,"H.No. 583, Kuruvilla Marg
Suryapet 990145","H.No. 03
Parmer Circle, Amritsar 729545","13/27, Sidhu Chowk, Khammam 722714",97,78
22317044,Tanay Setty,Noah Shenoy,Unni Korpal,2004-01-21,Male,wasonamol@gmail.com,3066983746,"H.No. 74
Ratta Path
Malegaon 033100","52
Swaminathan Street
Ranchi-906474","35/848
Basu Nagar, Gorakhpur-155562",62,95
22317045,Jalsa Pillai,Nathan Kaul,Yachana Edwin,2000-01-29,Female,chakrikadube@gmail.com,9747420184,"H.No. 890, Goswami Ganj
Alappuzha-305134","H.No. 630, Varughese Road, Pune 277465","H.No. 425, Ratti Zila
Davanagere 841501",92,76
22317046,Zayan Bail,Kalpit Koshy,Aishani Balan,1999-10-16,Female,isaini@gmail.com,8302576241,"72/66, Bera Street, Bhalswa Jahangir Pur-564714","20/463
Sule Zila, Raichur 226203","33/90, Khurana Zila
Burhanpur 369127",71,94
22317047,Warjas Khare,Gaurav Zachariah,Kamya Bassi,2001-06-16,Male,lray@gmail.com,6468222330,"H.No. 79, Ganesan Path, Kadapa 261996","H.No. 528, Srinivasan Circle, Morbi-583621","55/229, Chhabra Chowk, Pondicherry 842001",95,87
22317048,Mitesh Hayre,Arin Mittal,Vasudha Choudhry,2004-11-11,Male,oni87@gmail.com,8845848885,"263, Chakrabarti Chowk
Raichur 826711","H.No. 78
Dhaliwal Ganj
Muzaffarpur-832855","H.No. 535, Mann Ganj
Bardhaman 925730",73,94
22317049,Aahana Kadakia,Elijah Shetty,Varenya Chopra,2003-05-27,Female,rachit94@gmail.com,5925576477,"89/591
Mitter Road, Dewas-252912","H.No. 643, Bains Marg
Nandyal 106260","34
Kara Zila, Kharagpur 203896",66,66
22317050,Pranit Thaman,Umang Lanka,Nitara Varma,2002-01-11,Male,riya25@gmail.com,6233360627,"207
Soni Zila
Malda-254360","H.No. 943, Pant Zila
Siliguri-517480","32/90, Aurora Marg
Ambarnath 735840",67,71
22317051,Warda Majumdar,Abdul Bora,Yochana Gara,2004-01-04,Male,charita22@gmail.com,3427867058,"328, Parmar Marg, Eluru 397627","H.No. 444, Khalsa Nagar, Buxar 542783","71, Das Path
Katihar 201132",68,85
22317052,Chameli Nigam,Ranveer Pandya,Gautami Butala,2003-06-16,Female,samuel12@gmail.com,4414350419,"68/798, Sahota Chowk, Bharatpur 890861","341, Devi Chowk
Dewas 365321","013
Garde Zila
Sirsa 350896",70,78
22317053,Omisha Manda,Bahadurjit Sharma,Hamsini Borra,2005-05-08,Male,aahana66@gmail.com,4389313405,"47/439, Ravel
Kolhapur-585323","H.No. 497
Mutti Zila
Ichalkaranji-058602","035, Gala Circle
Rajahmundry 355467",70,93
22317054,Rudra Uppal,Gopal Bali,Vinaya Ratti,2003-10-21,Female,gben@gmail.com,3204863419,"327, Rastogi Circle
Munger 599596","452
Tandon Zila
Raichur 802500","H.No. 486
Mammen Marg
Sambhal-162699",74,92
22317055,Luke Borah,Aarush Sami,Sachi Majumdar,2003-05-17,Female,eshere@gmail.com,4242366493,"H.No. 51
Bhasin, Sambalpur 657367","704
Dugar Circle, Sambalpur-928672","H.No. 420, Kulkarni Street, Tadepalligudem 813317",75,63
22317056,Fiyaz Muni,Rohan Dada,Bhavna Dhaliwal,2005-03-14,Male,ylall@gmail.com,1608846463,"527
Mital Chowk, Sambhal-617424","02
Golla Marg, Tiruppur-732404","20/328
Guha Marg
Phagwara-563960",69,96
22317057,Zaid Tara,Ayushman Sarkar,Aradhana Buch,2001-07-22,Female,jrastogi@gmail.com,9771630633,"488
Sharaf Path
Faridabad 871994","37/245, Thakkar Path, Muzaffarnagar 531684","H.No. 671, Barad Ganj, Rajahmundry 691931",88,81
22317058,Zaitra Sem,Bachittar Sehgal,Anjali Karnik,2004-10-22,Male,parsamadhav@gmail.com,5811974496,"57/924
Chowdhury Zila, Bhusawal 214866","66, Dugar Marg, Hubli�Dharwad 589461","70/996, Upadhyay, Hyderabad 134304",83,62
22317059,Vasatika Memon,Ethan Mandal,Watika Shah,2003-12-12,Male,faras20@gmail.com,1975055317,"273, Ganesan Nagar, Maheshtala 973113","H.No. 37
Salvi Chowk
Bardhaman 478260","113
Yadav Circle
Bhilai 127830",83,75
22317060,Udyati Tella,Patrick Kalita,Odika Bhandari,2005-06-28,Male,indalibains@gmail.com,6289173224,"86/28
Saxena Path
Purnia 225601","H.No. 76
Aurora Street
Jamalpur-187077","H.No. 20
Bassi Ganj
Suryapet-368724",81,66
22317061,Isaiah Munshi,Balvan Pant,Bhavini Deshmukh,2003-05-23,Male,gnath@gmail.com,9362028339,"H.No. 065, Rastogi Street, Tiruchirappalli-261271","607, Behl Nagar
Guna-539537","211
Cheema Nagar, Nagercoil 109876",69,96
22317062,Hemangini Rattan,Dhruv Bhat,Yashica Grewal,2000-06-15,Female,vrishti61@gmail.com,1364641998,"33/45, Verma Street
Udaipur 751201","29/299
Sarin Circle
Uluberia 286064","509, Bedi Circle
Sonipat-316011",83,66
22317063,Bahadurjit Doshi,Jackson Ghose,Vrishti Goda,2000-02-06,Female,upadhriti41@gmail.com,4340096843,"497
Dhar, Hapur-710818","18/75
Kala Chowk, Karnal-217948","13/02, Shroff Chowk
Parbhani 197822",76,66
22317064,Gaurang Karpe,Baljiwan Batra,Kala Varkey,2003-09-29,Female,tanejalipika@gmail.com,3137235742,"H.No. 755
Dhar Ganj
Satna-198208","40/961
Sibal Marg, Bhatpara-933531","73, Bora
Kolhapur-287218",69,65
22317065,Christopher Shanker,Ayushman Peri,Riya Mander,2002-11-19,Male,iryalata@gmail.com,5213762015,"76, Karpe Path, Visakhapatnam 348409","H.No. 264, Dash Circle
Dindigul-343192","H.No. 800, Tara Nagar
Sri Ganganagar-684205",64,69
22317066,Aryan Koshy,Joshua Wadhwa,Reva Varughese,2004-04-16,Male,wriddhishmallick@gmail.com,6912530401,"H.No. 272
Ghosh Chowk, Berhampur 446080","H.No. 802, Keer Ganj, Hapur-954245","H.No. 99, Gokhale Marg, Sambalpur-853033",95,62
22317067,Jagat Nigam,Jagdish Dara,Suhani Kala,2001-06-15,Male,geetikadada@gmail.com,4685343635,"H.No. 19, Magar Zila
Amroha-101762","43/35
Bansal Path, Nagercoil 579872","H.No. 215
Ganguly, Dehradun-406065",64,94
22317068,Aarnav Contractor,Balvan Dhillon,Hemangini Gour,2001-07-08,Male,ubhalla@gmail.com,9707105270,"H.No. 68, Vasa Nagar, Tumkur 307610","26/07, Luthra Circle
Surendranagar Dudhrej-530680","17/53, Kant Road
Kishanganj 897232",69,66
22317069,Dev Munshi,Laban Pathak,Osha Hari,2000-04-16,Male,ishaan64@gmail.com,5504717434,"63
Comar
Dibrugarh 934718","726, Seshadri
Pondicherry 716335","94
Mann Circle, Latur-337692",73,71
22317070,Sanya Ben,Anirudh Nagy,Gauri Thakkar,1999-11-21,Male,darpan91@gmail.com,7667392356,"810
Soman Zila, Hosur-284171","975, Bora Marg
Kadapa 717319","464
Raja Nagar
Kavali-170461",67,82
22317071,Pranav Sarkar,Nitesh Wagle,Jhalak Gola,2003-04-12,Female,thamanjanani@gmail.com,8647775452,"37/78, Sarma Circle, Gaya 357318","275
Krishnan Street, Karnal 271546","80
Mital, Nagercoil-629695",84,96
22317072,Hemang Gour,Fariq Purohit,Megha Banik,2005-03-16,Male,bhanumatisachar@gmail.com,7785681794,"96, Baria Marg, Lucknow-229203","92, Panchal Path
Bhalswa Jahangir Pur 289249","H.No. 10, Tailor Street, Bhavnagar-557648",96,76
22317073,Isha Sandal,Avi Grover,Ridhi Dyal,2003-07-07,Female,vedika58@gmail.com,5914481351,"45/48
Kadakia Road
Durg-205201","55/47, Sood Marg
Thoothukudi-410092","25/21
Warrior Road, Mehsana 948327",91,81
22317074,Neelima Ram,Veer Lanka,Rajata Chand,2005-07-21,Female,echatterjee@gmail.com,701191157,"45/260
Char Circle
Kanpur 094081","135
Randhawa Path, Faridabad-933957","H.No. 41, Natarajan Road, Bongaigaon-940793",75,92
22317075,Ira Mutti,Imaran Suresh,Anya Grewal,2002-05-15,Female,duadominic@gmail.com,2371125506,"H.No. 561
Lal Path, Moradabad-712640","43, Rau, Nashik 994657","H.No. 794, Sachdeva Circle, Pimpri-Chinchwad 645097",83,85
22317076,Yug Srinivas,Faras Chawla,Deepa Bains,1999-09-19,Male,bhanumatibandi@gmail.com,5997010734,"086, Mohanty Circle
Pimpri-Chinchwad 244088","39
Om Ganj, Karnal 742064","68/087, Kadakia Ganj
Thoothukudi 591462",79,71
22317077,Chandresh Joshi,Jeet Menon,Sachi Kari,2003-01-24,Male,sachdevkashish@gmail.com,7320164785,"592, Raja Road
Morbi 695856","H.No. 63
Radhakrishnan Nagar, Pimpri-Chinchwad-439015","H.No. 322
Bava Ganj
Tinsukia-381868",84,69
22317078,Pahal Kant,Falan Thakur,Ekta Palla,2004-07-28,Female,nwason@gmail.com,9536049816,"566, Tara Nagar, Dibrugarh 648389","78/827, Kumer Chowk
Vijayanagaram-391169","57/517
Karan, Rajpur Sonarpur-742270",82,64
22317079,Dominic Pillay,Amol Chawla,Vasatika Thaman,2004-06-13,Female,dkale@gmail.com,4913300706,"H.No. 84, Ben Ganj, Tinsukia-275868","86/466, Bail Nagar
Chandigarh 686908","33/39
Naidu Circle, Jalgaon-919572",78,84
22317080,Eiravati Loke,Sarthak Varghese,Garima Bahri,2000-05-30,Male,atharvmody@gmail.com,6931014005,"58/27
Dhar Chowk, Darbhanga 260659","H.No. 255
Manda Marg
Akola-425912","78/131, Chaudhry Ganj, Solapur 883389",73,92
22317081,Yauvani Gola,Daniel Karpe,Gayathri Chaudhary,2000-06-22,Female,dasguptalogan@gmail.com,5759002824,"83/416
Issac Road, Ajmer-047089","06
Bajwa Road
Katni-766714","H.No. 54, Brar
Sikar 156445",95,60
22317082,Faqid Rastogi,Devansh Chowdhury,Anya Bawa,2003-11-12,Female,anthonysom@gmail.com,8616665108,"84/82, Baral Chowk
Etawah-835434","H.No. 308
Thaman Road
Rajpur Sonarpur 579389","52/373, Mane Chowk
Jaunpur-394144",74,78
22317083,Divya Boase,Charles Thaker,Bhavini Comar,2002-09-20,Male,ekantika46@gmail.com,2685388088,"781, Mitra Ganj, Ahmednagar-582099","45/82, Amble Marg
Silchar-880554","14
Bhalla Circle
Berhampur 650405",84,81
22317084,Patrick Guha,Frederick Oommen,Meera Dayal,2000-01-05,Female,dasimaran@gmail.com,7078732142,"H.No. 72, Misra Zila, Mau 633460","13/592
Vig Street
Kanpur-729695","84
Butala Path, Bilaspur-767427",92,63
22317085,Gayathri Roy,Vedant Garde,Raksha Bora,2004-11-21,Female,ishwarnarayan@gmail.com,4446388384,"H.No. 019
Sule
Rourkela 165060","17, Bahri, Sri Ganganagar 246712","44
Jayaraman, Firozabad-652947",80,96
22317086,Zashil Brar,Peter Swaminathan,Omya Chaudhry,2001-01-26,Male,liamkarpe@gmail.com,8909914956,"89/234, Sibal Ganj, Hajipur-195455","89
Pandey Road, Kanpur-348016","61, Gole Road
Navi Mumbai 890647",74,90
22317087,Ati Merchant,Ranbir Shankar,Zansi Deep,2000-09-03,Female,davidsawhney@gmail.com,2864120738,"55/81
Mammen Nagar
Mathura 834412","10, Sura
Firozabad 553133","42/51
Mann Nagar, Orai-465018",81,60
22317088,Omya Seshadri,Jairaj Singhal,Kritika Badal,2002-06-25,Female,sai56@gmail.com,5980067797,"93, Yadav Marg, Coimbatore-632000","373, Krish Zila
Sasaram 386843","049, Rege Nagar
Darbhanga 323829",61,84
22317089,Abha Patla,Charles Kale,Zilmil Sanghvi,2002-06-19,Male,dayalrajata@gmail.com,9180832006,"H.No. 730
Kata Circle
Jorhat-544101","H.No. 64
Ratta Chowk, Durg 260530","97/845
Bath Ganj, Dibrugarh-483656",80,86
22317090,Aashi Sarraf,Harrison Ramesh,Kavya Chahal,2000-01-16,Male,haldersiya@gmail.com,2596619895,"H.No. 35, Sen Path
Ramgarh 045615","H.No. 591, Deol Zila, Begusarai-563716","657, Sinha Ganj, Ghaziabad 165726",97,68
22317091,Joshua Chaudhry,Gabriel Rama,Yadavi Bal,2002-10-27,Female,yadavakshay@gmail.com,7771826944,"42/17
Palan Street
Medininagar-260234","66/030
Chaudhuri Road
Mirzapur 651106","56/186
Saran Circle, Kurnool-555949",72,77
22317092,Umang Sundaram,Charles Soman,Oviya Chadha,2004-09-24,Male,wtalwar@gmail.com,5003096662,"25/438
Tella Zila
Panihati-622532","H.No. 952
Sami Zila, Munger 016004","40/74, Dayal Road, Mirzapur 483120",76,63
22317093,Saumya Ramachandran,Harish Nagy,Ridhi Johal,2001-05-26,Female,vasana25@gmail.com,6635869713,"935
Lall Zila, Hajipur-713600","97/094, Dani, Gaya-518414","48/74, Hegde Road, Shahjahanpur 352736",93,81
22317094,Osha Lanka,Harish Kumer,Avni Khanna,2001-02-25,Female,qdhar@gmail.com,7745263544,"10/531
Rege Nagar, Ajmer-001189","H.No. 367, Sagar Road
Burhanpur 495703","H.No. 89, Bail Path
Karnal 895100",75,81
22317095,Dalaja Lall,Fariq Chaudhry,Neelima Ganesan,2000-09-26,Male,zwali@gmail.com,4020811167,"99, Thakur Path, Madanapalle-320380","08/672
Pathak Nagar
Udupi-354609","96/835, Kala Nagar
Thrissur 763846",93,78
22317096,Tanay Andra,Udant Lalla,Shivani Krishnamurthy,2004-09-17,Male,chanakya67@gmail.com,7136515024,"H.No. 74, Bawa Path
Guwahati-080915","47/03
Dhar Nagar
Bidar 884587","H.No. 936, Bandi Marg, Bidhannagar 194831",74,84
22317097,Yamini Kapoor,Wridesh Verma,Bhavya Char,2005-01-03,Female,william78@gmail.com,3395947920,"03, Sarma Circle
Navi Mumbai-922447","H.No. 94, Bhavsar Nagar, Jorhat-770318","19/10, Kalla Chowk
Agartala-334165",82,78
22317098,Ayush Tak,Abeer Nanda,Sara Badami,2001-06-01,Male,edivan@gmail.com,6059228839,"28, Vora Road, Gorakhpur 848076","81/016, Char Ganj, Aurangabad-016025","H.No. 49, Biswas Marg, Bettiah 503346",75,62
22317099,Sai Dugal,Chandresh Shere,Nisha Mody,2003-06-01,Male,gunbir63@gmail.com,2228438282,"80/67
Vasa Ganj, Bongaigaon-408461","H.No. 00
Raval Zila, Sikar 741027","25/53
Morar, South Dumdum 211427",93,60
22317100,Kashish Kant,Rudra Dass,Janani Johal,2004-11-24,Male,nandini87@gmail.com,2331178805,"H.No. 05
Kala Path
Baranagar-450466","016
Vasa Circle, Imphal-139442","H.No. 289
Dayal Circle, Jaunpur-940756",88,91
22317101,Jairaj Patel,Fiyaz Sachdev,Nilima Varma,1999-10-22,Female,sainimaanav@gmail.com,9171230125,"H.No. 71, Dara Nagar
Morena 159851","39/37
Chauhan Path, Warangal 516390","487
Gera Ganj, Mango-348778",72,74
22317102,Avni Lad,Patrick Ramachandran,Janani Walla,2000-12-19,Female,bdubey@gmail.com,7075373567,"40, Lad Road
Ongole-771920","12/56
Dayal Nagar, Akola-123743","H.No. 681
Chaudhuri
Moradabad 236642",67,61
22317103,Fitan Singhal,Samarth Chauhan,Yashoda Verma,2000-05-12,Female,wriddhishraja@gmail.com,7875687955,"45/121
Varghese Marg, Jodhpur 720774","56/59, Saini, Nandyal 500098","44/798
Dalal, Sambhal-027509",65,74
22317104,Oliver Tripathi,Victor Zachariah,Januja Nagy,2005-07-05,Male,kbala@gmail.com,3850077706,"521, Kumer Circle, Kumbakonam 591994","96/87, Kade Path
Faridabad-095411","89/305, Deshmukh Circle
Muzaffarnagar-481258",67,90
22317105,Hardik Palan,Finn Bumb,Riya Mallick,2003-05-12,Female,abhimanyu16@gmail.com,8241676126,"H.No. 93, Sem Zila
Nanded 609367","H.No. 15, Rajagopal Circle, Ranchi 647073","53
Divan Zila, Machilipatnam-576803",94,62
22317106,Azaan Om,Bakhshi Kuruvilla,Ganga Hans,2003-08-28,Female,baralindali@gmail.com,7287634734,"60, Chatterjee Chowk, Panchkula 382366","82/308, Jhaveri Street, Chennai-345804","H.No. 88, Naik Ganj, Maheshtala 466975",81,78
22317107,Kavya Konda,Advaith Ghosh,Ishita Prakash,2000-08-14,Male,janya18@gmail.com,9253959290,"26
Gera Ganj, South Dumdum 307241","H.No. 12, Bajwa Zila
Thiruvananthapuram-913256","492, Oza Street, Vijayawada 746616",81,92
22317108,Upadhriti Misra,Pranav Om,Rajata Luthra,2000-08-21,Male,samrabalendra@gmail.com,2090558626,"42, Ahluwalia Circle, Rewa 470356","94/96
Korpal Marg, Nandyal 314474","16/22
Chana Chowk, Nagpur 494018",93,62
22317109,Isaiah Ram,Nathan Khalsa,Diya Pandit,2004-01-07,Female,zinal29@gmail.com,1827048986,"H.No. 22
Golla Chowk, Vellore-086067","07/714
Toor
Hajipur 214697","H.No. 21
Wable Marg
Guwahati-040347",64,78
22317110,Vritti Nazareth,Amol Dubey,Wishi Krishnan,2002-06-14,Female,pranav11@gmail.com,5343780080,"H.No. 48, Radhakrishnan Nagar
Etawah-059906","H.No. 78
Gera Road
Morbi-980387","06/980, Dugar Ganj
Indore 004886",61,94
22317111,Eshana Date,Mitesh Subramaniam,Vritti Setty,1999-10-21,Female,arya84@gmail.com,3888224212,"86
Gaba Road
Tumkur-176685","H.No. 503, Tata Path
Moradabad-772963","H.No. 829
Kala Marg
Miryalaguda-423021",70,85
22317112,Qasim Kara,Dominic Kari,Oni Khalsa,2003-07-12,Female,krishna12@gmail.com,8191397569,"H.No. 087
Saini Marg, Gorakhpur-376645","H.No. 68
Bhatti Marg, Kirari Suleman Nagar-186475","H.No. 567, Kota Zila, Dehri 355032",67,97
22317113,Samesh Bajaj,Krishna Salvi,Maya Shetty,2003-10-12,Male,sandra@gmail.com,7628440058,"H.No. 22, Patel Chowk, Sikar-097779","04/02, Nazareth Marg, Nanded-855142","H.No. 667, Khanna Circle, Noida-476779",85,96
22317114,Oliver Acharya,Samuel Patil,Yashawini Aggarwal,2005-01-11,Female,choprabalveer@gmail.com,5077702714,"84
Rau Path
Giridih 807199","H.No. 75, Sandal Street, Rourkela-340630","H.No. 063
Halder Marg, Ongole-476667",63,89
22317115,Darsh Upadhyay,Chanakya Shere,Nimrat Chada,2004-03-06,Female,gabriel50@gmail.com,6828547992,"15/47
Parmar Chowk, Saharanpur-418732","67
Pau Ganj
Hapur 119584","H.No. 561
Rout Circle, Phusro 626663",67,60
22317116,Neha Bandi,Ekaraj Mittal,Kritika Om,2000-03-22,Male,ynadkarni@gmail.com,6441971891,"H.No. 72, Kohli Road
Siwan-980615","51
Bhardwaj Marg, Ramagundam-852727","97/87, Goda Chowk, Mysore-058862",78,94
22317117,Warjas Shankar,Yagnesh Swamy,Watika Kota,2005-04-12,Female,aahanasawhney@gmail.com,8261456846,"H.No. 59
Sura, Guna-236600","66
Pall Zila
Noida 129393","87/25
Raghavan Circle
Bhubaneswar-991658",89,84
